	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
1385	IKEA Malm 4-Drawer Chest White	3980000		67	75	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm"	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm Depth: 48 cm Height: 100 cm Top panel/ Side panel/ Drawer front/ Front rail/ Plinth front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint"
1394	IKEA Malm 4-Drawer Chest White	3980000		52	75	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm"	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm Depth: 48 cm Height: 100 cm Top panel/ Side panel/ Drawer front/ Front rail/ Plinth front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint"
1391	IKEA Malm 4-Drawer Chest White	3980000		67	75	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm"	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm Depth: 48 cm Height: 100 cm Top panel/ Side panel/ Drawer front/ Front rail/ Plinth front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint"
1388	IKEA Malm 4-Drawer Chest White	3980000		52	75	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm"	"Move-out sale, like new condition IKEA 4-drawer chest. Regular price 120 + tax Width: 31 1/2 "" Depth: 18 7/8 "" Width: 80 cm Depth: 48 cm Height: 100 cm Top panel/ Side panel/ Drawer front/ Front rail/ Plinth front: Particleboard, Acrylic paint Support rail, back: Particleboard Drawer bottom: Fiberboard, Acrylic paint"
1621	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	199	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1618	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	199	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1617	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	279	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1552	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	303	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1619	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	199	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1587	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	303	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1574	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	239	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1620	Ashley Reclining Leather Sofa Set, NEW Entertainment Center	3910000	furniture/6144364176_0.jpg	359	399	Please note:Buyer needs to haul; Decors shown in pics not included.	Please note:Buyer needs to haul; Decors shown in pics not included. Please email for pick up. Loc: East Dublin, CA.
1211	Ballard Designs rug	3670000		90	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
1253	Ballard Designs rug	3670000		70	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
1234	Ballard Designs rug	3670000		50	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
1247	Ballard Designs rug	3670000		90	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
1289	Ballard Designs rug	3670000		50	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
1205	Ballard Designs rug	3670000		70	100	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.	Beautiful, NIP wool rug 3x5. Ballard Designs is a purveyor of high end furnishings, similar in quality to Pottery Barn. Available for pick up in the east end of Alameda.
684	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1175	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	25	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1177	New king size serta memory foam bed	3640000		350	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
1194	New king size serta memory foam bed	3640000		350	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
1173	New king size serta memory foam bed	3640000		250	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
1167	New king size serta memory foam bed	3640000		450	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
675	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	25	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
689	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
697	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
694	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
695	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1256	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
701	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
712	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
713	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1218	New king size serta memory foam bed	3640000		250	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
716	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
722	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
724	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	25	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
726	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	25	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
727	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	25	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
733	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	45	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1243	New king size serta memory foam bed	3640000		250	500	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free	King bed worth 2,000+(was a gift but my wife loves the bed we have now and i like the new one, If your married you know how this goes, im selling our new Memory Foam bed( completely all memory foam no Springs) I'll deliver for free
719	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
1213	West Elm Curved Walnut Wood Chairs	3640000	furniture/6104069256_0.jpg	35	50	--------------------------	-------------------------- You may text or message me at any time. Calling hours are 10 am to 4 pm Mon thru Fri.
771	Blue wingback accent chair vintage blue COMFY!	3550000	furniture/6104742300_0.jpg	2	5	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.
909	Blue wingback accent chair vintage blue COMFY!	3550000	furniture/6104742300_0.jpg	2	5	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.
827	Blue wingback accent chair vintage blue COMFY!	3550000	furniture/6104742300_0.jpg	4	5	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.	Blue wingback accent chair vintage blue COMFY! SEE PICS. a little fading at top from sun as you can see in pics (we use the white doily to cover it up-we will include in the sale, or your own accent blanket can be used).  aside from that it's in great condition. no rips or tears, no stains, VERY comfy. It is in our smoke free/pet free home.
1301	Bar Stools, Modern Style, Great For Restuarnt, Businees, Home, OBO	3500000		13	15	Bar Stools, Modern Style Chairs, Seating. Plastic with metal frame, Great For Restuarnt, Businees, Home, Art Gallery, Functions. CAN DELIVER for a fee or pick up in Berkeley.	Bar Stools, Modern Style Chairs, Seating. Plastic with metal frame, Great For Restuarnt, Businees, Home, Art Gallery, Functions. CAN DELIVER for a fee or pick up in Berkeley. Update: only 1 left. Thanks
1085	Ikea Desks (several), Hutches, Filing cabinets and more	3490000	furniture/6145162075_0.jpg	12	25	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc...	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc... Every else in photos also for sale. Just ask. We also have Hon filing cabinets and supply cabinets.
929	Ikea Desks (several), Hutches, Filing cabinets and more	3490000	furniture/6145162075_0.jpg	17	25	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc...	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc... Every else in photos also for sale. Just ask. We also have Hon filing cabinets and supply cabinets.
1122	Ikea Desks (several), Hutches, Filing cabinets and more	3490000	furniture/6145162075_0.jpg	22	25	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc...	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc... Every else in photos also for sale. Just ask. We also have Hon filing cabinets and supply cabinets.
1129	Ikea Desks (several), Hutches, Filing cabinets and more	3490000	furniture/6145162075_0.jpg	12	25	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc...	Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc... Every else in photos also for sale. Just ask. We also have Hon filing cabinets and supply cabinets.
293	Walnut Slat Bar Stools	3480000	furniture/6145373515_0.jpg	49	65	In good condition showing some wear and patina for age Counter height swivel stools	"In good condition showing some wear and patina for age Counter height swivel stools 24"" seat height Located in Vallejo mid century slat bar stools"
34	Walnut Slat Bar Stools	3480000	furniture/6145373515_0.jpg	39	65	In good condition showing some wear and patina for age Counter height swivel stools	"In good condition showing some wear and patina for age Counter height swivel stools 24"" seat height Located in Vallejo mid century slat bar stools"
219	Walnut Slat Bar Stools	3480000	furniture/6145373515_0.jpg	49	65	In good condition showing some wear and patina for age Counter height swivel stools	"In good condition showing some wear and patina for age Counter height swivel stools 24"" seat height Located in Vallejo mid century slat bar stools"
342	wooden drawer from Ethan Allen	3440000		53	70	For sale is a very sturdy drawer from Ethan Allen in good conditions. It was used by my wife to store craft supplies. Cash only. I have a wagon where it fits, so I can deliver within 5 mile radius for extra 30$. Please let me know if you need its dimensions.	For sale is a very sturdy drawer from Ethan Allen in good conditions. It was used by my wife to store craft supplies. Cash only. I have a wagon where it fits, so I can deliver within 5 mile radius for extra 30$. Please let me know if you need its dimensions.
211	wooden drawer from Ethan Allen	3440000		42	70	For sale is a very sturdy drawer from Ethan Allen in good conditions. It was used by my wife to store craft supplies. Cash only. I have a wagon where it fits, so I can deliver within 5 mile radius for extra 30$. Please let me know if you need its dimensions.	For sale is a very sturdy drawer from Ethan Allen in good conditions. It was used by my wife to store craft supplies. Cash only. I have a wagon where it fits, so I can deliver within 5 mile radius for extra 30$. Please let me know if you need its dimensions.
717	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	36	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
731	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	28	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
699	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	36	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
729	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	20	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
711	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	20	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
715	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	28	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
706	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	36	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
737	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	36	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
683	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	28	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
688	POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF	3300000	furniture/6128530531_0.jpg	20	40	THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE	"THIS TABLE IS IN VERY GOOD CONDITION GREAT SIZE AND COLOR IN THE STAR SHAPE HAS A DRAWER UNDER THE TOP AND A SHELF BELOW MEASURES 21"" WIDE BY 25.5"" TALL"
1072	Macy's Leather Storage Ottoman	3110000	furniture/6144118891_0.jpg	67	75	"Beautiful Dark Espresso Storage Ottoman purchased from Macy's approximately 3 years ago. It has been well taken care of- has a few minor scratches but is still a good looking piece of furniture. It is 3'x3' and about 16"" high so perfect to prop your feet on or use as a coffee table (or both!)"	"Beautiful Dark Espresso Storage Ottoman purchased from Macy's approximately 3 years ago. It has been well taken care of- has a few minor scratches but is still a good looking piece of furniture. It is 3'x3' and about 16"" high so perfect to prop your feet on or use as a coffee table (or both!)"
978	Macy's Leather Storage Ottoman	3110000	furniture/6144118891_0.jpg	52	75	"Beautiful Dark Espresso Storage Ottoman purchased from Macy's approximately 3 years ago. It has been well taken care of- has a few minor scratches but is still a good looking piece of furniture. It is 3'x3' and about 16"" high so perfect to prop your feet on or use as a coffee table (or both!)"	"Beautiful Dark Espresso Storage Ottoman purchased from Macy's approximately 3 years ago. It has been well taken care of- has a few minor scratches but is still a good looking piece of furniture. It is 3'x3' and about 16"" high so perfect to prop your feet on or use as a coffee table (or both!)"
222	Beautiful wooden sleigh bed frame + mattress + base	2970000	furniture/6144696347_0.jpg	209	275	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic.	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic. Frame dimensions: 85 in x 70 in x 50 in (upper) / 35 in (lower) Must pick up
194	Beautiful wooden sleigh bed frame + mattress + base	2970000	furniture/6144696347_0.jpg	165	275	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic.	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic. Frame dimensions: 85 in x 70 in x 50 in (upper) / 35 in (lower) Must pick up
240	Beautiful wooden sleigh bed frame + mattress + base	2970000	furniture/6144696347_0.jpg	253	275	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic.	The bed frame is in great condition, the mattress is less than 9 months old, the base is a little older, but tempur-pedic. Frame dimensions: 85 in x 70 in x 50 in (upper) / 35 in (lower) Must pick up
1508	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	300	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1322	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	552	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1537	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	420	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1511	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	420	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1512	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	540	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
1533	Rosewood Dining Table, 8 chairs, Corner Cabinet	2870000	furniture/6143909397_0.jpg	420	600	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet"	"Serious buyer only.  Please call All furnitures come from a non-smoking, no pet home in San Ramon. Solid Rosewood Corner Cabinet, Chinese Style 24""W x 24""W x 78""H - Corner Cabinet Interior light bulb and 2-side mirrors.  Glass door. Solid Rosewood Round Table Set with 8 Chairs, Chinese Style 60"" diameter x 31""H Round Table Set, Glass for Round Table 32"" diameter round Lazy Susan, Glass for Lazy Susan 8 Side chair: 18""W x 17""D x 40""H, 8 Cushions"
